geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1156,-23.526760338601,-46.67034046767138,sao paulo,SP
1122,-23.53112160727679,-46.63788762031853,sao paulo,SP
1122,-23.530889723296145,-46.640756313924506,sao paulo,SP
1135,-23.527007496537543,-46.64868261226843,sao paulo,SP
1120,-23.527792016648416,-46.64078716152122,sao paulo,SP
1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
1156,-23.530860398003338,-46.66342936886144,sao paulo,SP
1127,-23.524535158203005,-46.640097743551244,sao paulo,SP
1155,-23.52878808243405,-46.664404203300826,sao paulo,SP
1120,-23.531227092705837,-46.63895675465975,sao paulo,SP
1122,-23.531046443793663,-46.63795390521671,sao paulo,SP
1153,-23.53199077324141,-46.65206066166546,sao paulo,SP
1150,-23.53214346987715,-46.65828046849215,sao paulo,SP
1151,-23.533271539269457,-46.65410023535694,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1105,-23.53354848542905,-46.63147264793122,sao paulo,SP
1131,-23.52510096364474,-46.64357714960467,sao paulo,SP
1144,-23.52315700528012,-46.67155034525944,sao paulo,SP
1153,-23.53214474770618,-46.65194013613022,sao paulo,SP
1151,-23.53347046073055,-46.65385426464305,sao paulo,SP
1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
1104,-23.53511881320336,-46.6290063388828,sao paulo,SP
1123,-23.529311800450078,-46.63682036594724,sao paulo,SP
1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
1141,-23.51738361587512,-46.66544313197527,sao paulo,SP
1126,-23.52915073382772,-46.64042336234055,sao paulo,SP
1154,-23.528365889260765,-46.65748295184376,sao paulo,SP
1124,-23.527367392723217,-46.63188348903572,são paulo,SP
1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
1139,-23.520176592273145,-46.675988312943566,são paulo,SP
1128,-23.5234858462404,-46.63897020843672,sao paulo,SP
1135,-23.52122103136361,-46.65296293450282,são paulo,SP
1144,-23.52315700528012,-46.67155034525944,sao paulo,SP
1123,-23.529564261728872,-46.63734722799934,sao paulo,SP
1103,-23.53538864556528,-46.631747708436734,sao paulo,SP
1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
1150,-23.53182553621104,-46.660194701915856,sao paulo,SP
1155,-23.529072721354314,-46.66301009559599,sao paulo,SP
1127,-23.52712509463907,-46.64746678434991,sao paulo,SP
1155,-23.529925613653425,-46.663863160424704,sao paulo,SP
1120,-23.53210825506378,-46.63839470107914,sao paulo,SP
1153,-23.528899184286484,-46.653736572999,sao paulo,SP
1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
1153,-23.53280077324141,-46.65143957784643,sao paulo,SP
1126,-23.52753709325409,-46.64163785429047,sao paulo,SP
1140,-23.52564861281671,-46.66180787607479,são paulo,SP
1129,-23.522191449622035,-46.64250249861501,são paulo,SP
1151,-23.530051666108854,-46.65775459686078,são paulo,SP
1140,-23.52564861281671,-46.66180787607479,sao paulo,SP
1141,-23.522107138496157,-46.66437253566279,sao paulo,SP
1153,-23.528619712735896,-46.65330991118932,sao paulo,SP
1103,-23.53538864556528,-46.631747708436734,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1144,-23.52375483986375,-46.67224719011488,sao paulo,SP
1141,-23.52268065528881,-46.66752425477532,sao paulo,SP
1140,-23.51709905300368,-46.67653926865378,são paulo,SP
1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1154,-23.531480434358603,-46.65843765834724,sao paulo,SP
1107,-23.521656419429934,-46.63442349713816,são paulo,SP
1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
1156,-23.5295707260661,-46.665109917017695,sao paulo,SP
1139,-23.518892512926165,-46.67646035734891,sao paulo,SP
1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
1138,-23.52002361226844,-46.655643960038034,sao paulo,SP
1138,-23.5188254074384,-46.65562359824576,sao paulo,SP
1123,-23.52935726172887,-46.63723472799934,sao paulo,SP
1121,-23.53034120621503,-46.63622088579832,sao paulo,SP
1139,-23.520634636707147,-46.67013136164808,são paulo,SP
1150,-23.533850113297035,-46.65580518227063,sao paulo,SP
1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
1151,-23.531294001384985,-46.65640409394658,sao paulo,SP
1156,-23.5295707260661,-46.665109917017695,são paulo,SP
1150,-23.53416257481785,-46.65547667412762,sao paulo,SP
1122,-23.531476243407017,-46.63629318512321,sao paulo,SP
1103,-23.535453394396647,-46.63170629156326,sao paulo,SP
1142,-23.51993430515264,-46.6251300217966,sao paulo,SP
1109,-23.524270910352584,-46.62558198946842,sao paulo,SP
1150,-23.531997573403025,-46.65853269885743,sao paulo,SP
1139,-23.52016937246812,-46.66149387621901,sao paulo,SP
1153,-23.53169279877664,-46.65227012891686,sao paulo,SP
1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
1141,-23.51803838412488,-46.66548088245144,sao paulo,SP
1151,-23.531294001384985,-46.65640409394658,sao paulo,SP
1156,-23.527570535951234,-46.66275407522069,sao paulo,SP
1132,-23.520831832073483,-46.64889304830047,sao paulo,SP
1156,-23.530860398003338,-46.66342936886144,sao paulo,SP
1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
1152,-23.52673711962604,-46.65977780474923,sao paulo,SP
1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
1140,-23.520545651694285,-46.67919052719926,sao paulo,SP
1125,-23.52618232584106,-46.64046860866176,sao paulo,SP
1124,-23.52841356010148,-46.63294836456227,sao paulo,SP
1131,-23.522877997201377,-46.65013330350848,sao paulo,SP
1106,-23.531062064948905,-46.62950527892556,são paulo,SP
1126,-23.52790740299499,-46.64221885720468,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
1154,-23.52911075691465,-46.66033421648293,sao paulo,SP
1135,-23.521419031363603,-46.65294995282469,sao paulo,SP
1144,-23.523845627243432,-46.67353071135091,sao paulo,SP
1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
1152,-23.52758305689883,-46.65864223841535,sao paulo,SP
1120,-23.53210825506378,-46.63839470107914,são paulo,SP
1155,-23.528192437417022,-46.66377989785909,sao paulo,SP
1141,-23.52268065528881,-46.66752425477532,sao paulo,SP
1140,-23.519688873160604,-46.67223019649151,sao paulo,SP
1156,-23.52977870053088,-46.6648274753015,sao paulo,SP
1154,-23.52906297584975,-46.65832087330482,sao paulo,SP
1120,-23.531227092705837,-46.63895675465975,sao paulo,SP
1131,-23.522877997201377,-46.65013330350848,sao paulo,SP
1153,-23.52811869885744,-46.65645154579032,sao paulo,SP
1121,-23.52480531611754,-46.63543513113857,sao paulo,SP
1107,-23.521656419429934,-46.63442349713816,sao paulo,SP
1154,-23.531480434358603,-46.65843765834724,são paulo,SP
1131,-23.52083519346175,-46.64556947723473,sao paulo,SP
1129,-23.524372634196983,-46.64743213627446,são paulo,SP
1156,-23.526950618068167,-46.66982314695028,são paulo,SP
1128,-23.524603291707493,-46.64507074701368,sao paulo,SP
1144,-23.52375674639551,-46.67109596592724,sao paulo,SP
1126,-23.528629299469124,-46.64326786984239,sao paulo,SP
1128,-23.52400159062836,-46.63919388732751,sao paulo,SP
1126,-23.52658240106176,-46.63960905675459,são paulo,SP
1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
1135,-23.526926507347053,-46.6486317583074,sao paulo,SP
1154,-23.53074632139766,-46.65951898972822,sao paulo,SP
1155,-23.529835634745247,-46.6629850217843,sao paulo,SP
1121,-23.53066851679265,-46.636254015955934,sao paulo,SP
1123,-23.52963270941768,-46.63560022675858,sao paulo,SP
1126,-23.526370780743225,-46.63724338649079,sao paulo,SP
1125,-23.53025382514857,-46.6385090177736,são paulo,SP
1126,-23.528573623088484,-46.639196957816345,sao paulo,SP
1122,-23.53179043658029,-46.63507276311384,sao paulo,SP
1122,-23.531046443793663,-46.63795390521671,são paulo,SP
1153,-23.530684798776623,-46.65301712891685,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1125,-23.52918357951986,-46.63891121524606,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,são paulo,SP
1151,-23.531294001384985,-46.65640409394658,são paulo,SP
1141,-23.51803838412488,-46.66548088245144,sao paulo,SP
1151,-23.530118384961582,-46.65777137039065,sao paulo,SP
1130,-23.52179553344107,-46.64480241771019,sao paulo,SP
1121,-23.526483935887807,-46.63493559977497,sao paulo,SP
1154,-23.53158118373822,-46.66174681473255,sao paulo,SP
1122,-23.53149518274702,-46.638857507416574,são paulo,SP
1107,-23.522597958284045,-46.63308928885412,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1139,-23.518892512926165,-46.67646035734891,são paulo,SP
1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
1132,-23.520831832073483,-46.64889304830047,sao paulo,SP
1151,-23.53002108243405,-46.65824476158463,sao paulo,SP
1124,-23.529235567863104,-46.63396345377697,sao paulo,SP
1129,-23.524372634196983,-46.64743213627446,sao paulo,SP
1153,-23.528899184286484,-46.653736572999,são paulo,SP
1156,-23.526318626406702,-46.67121817317798,sao paulo,SP
1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
1121,-23.52551144379365,-46.63297206994056,sao paulo,SP
1155,-23.529072721354314,-46.66301009559599,sao paulo,SP
1144,-23.523846601708204,-46.67362071135091,sao paulo,SP
1126,-23.526802792111525,-46.64022447169482,sao paulo,SP
1109,-23.525406525102536,-46.621782785734894,sao paulo,SP
1135,-23.52784355453289,-46.65228207799064,sao paulo,SP
1138,-23.521933445467106,-46.65183216180969,sao paulo,SP
1150,-23.53241729309249,-46.65827801610015,são paulo,SP
1155,-23.529825639188648,-46.6637641604247,são paulo,SP
1140,-23.51707844214889,-46.673824227451085,sao paulo,SP
1120,-23.529707958364614,-46.63972567984307,sao paulo,SP
1138,-23.522033503750908,-46.655072413266765,sao paulo,SP
1153,-23.5308737149576,-46.65287868720067,sao paulo,SP
1123,-23.529307180131543,-46.63490526351788,sao paulo,SP
1140,-23.51636226197676,-46.66810176204384,sao paulo,SP
1151,-23.532368878152266,-46.657555045386296,sao paulo,SP
1120,-23.528456318627708,-46.64048959423503,sao paulo,SP
1129,-23.524372634196983,-46.64743213627446,sao paulo,SP
1135,-23.527007496537543,-46.64868261226843,sao paulo,SP
1150,-23.53286949347912,-46.6574641552888,sao paulo,SP
1153,-23.53214474770618,-46.65194013613022,sao paulo,SP
1153,-23.528899184286484,-46.653736572999,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,são paulo,SP
1122,-23.530889723296145,-46.640756313924506,sao paulo,SP
1140,-23.519688873160604,-46.67223019649151,sao paulo,SP
1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
1126,-23.52622823757864,-46.63729815736628,sao paulo,SP
1136,-23.522888314472763,-46.66401556855558,sao paulo,SP
1109,-23.5237457463212,-46.628731691240034,sao paulo,SP
1141,-23.52080227422236,-46.67319055482135,sao paulo,SP
1151,-23.53347046073055,-46.65385426464305,sao paulo,SP
1156,-23.531697,-46.66290524999998,sao paulo,SP
1131,-23.52112120344507,-46.645727290322505,sao paulo,SP
1131,-23.529158318627697,-46.64134706148645,sao paulo,SP
1128,-23.52535070107914,-46.64006416916728,são paulo,SP
1155,-23.529925613653425,-46.663863160424704,sao paulo,SP
1151,-23.52953360505508,-46.65841137621901,são paulo,SP
1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
1129,-23.524372634196983,-46.64743213627446,sao paulo,SP
1132,-23.520905455450425,-46.64840659893825,sao paulo,SP
1153,-23.528619712735896,-46.65330991118932,sao paulo,SP
1106,-23.527992865947237,-46.62933902360197,sao paulo,SP
1107,-23.52788059172488,-46.62687344324541,são paulo,SP
1142,-23.51993430515264,-46.6251300217966,sao paulo,SP
1155,-23.529835634745247,-46.6629850217843,sao paulo,SP
1131,-23.5229195903399,-46.64468748237063,sao paulo,SP
1103,-23.53538864556528,-46.631747708436734,sao paulo,SP
1124,-23.52856862531019,-46.63382052068778,sao paulo,SP
1153,-23.52811869885744,-46.65645154579032,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1151,-23.53395913266777,-46.65299738412486,sao paulo,SP
1127,-23.526594901465785,-46.64638628143572,sao paulo,SP
1135,-23.527010132293896,-46.65033378992916,são paulo,SP
1107,-23.528933486814037,-46.62717387010217,sao paulo,SP
1139,-23.51760421729488,-46.68080500637664,sao paulo,SP
1123,-23.529564261728872,-46.63734722799934,sao paulo,SP
1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
1129,-23.52286294976627,-46.64289947253153,são paulo,SP
1156,-23.531579004991663,-46.66224370038666,sao paulo,SP
1109,-23.52922174854291,-46.62568397504169,são paulo,SP
1122,-23.53155176325808,-46.63962683556457,sao paulo,SP
1153,-23.528899184286484,-46.653736572999,sao paulo,SP
1137,-23.524910245080445,-46.65253699056492,sao paulo,SP
1124,-23.527821688037392,-46.63467117346645,são paulo,SP
1126,-23.526501066333893,-46.63710317485141,são paulo,SP
1136,-23.52350959838998,-46.666944167638064,são paulo,SP
1135,-23.52785748903573,-46.65202107799064,sao paulo,SP
1135,-23.5269165545329,-46.650251739800325,sao paulo,SP
1104,-23.53461921233187,-46.63220615820298,sao paulo,SP
1129,-23.5227153985516,-46.643734524150254,sao paulo,SP
1140,-23.523747999163277,-46.66684460713256,sao paulo,SP
1153,-23.53199077324141,-46.65206066166546,sao paulo,SP
1137,-23.52389495337296,-46.65418137621903,são paulo,SP
1144,-23.523846601708204,-46.67362071135091,sao paulo,SP
1151,-23.53347046073055,-46.65385426464305,sao paulo,SP
1153,-23.52811869885744,-46.65645154579032,sao paulo,SP
1152,-23.52798691479598,-46.658201406053415,sao paulo,SP
1120,-23.52864629309249,-46.64037709423503,sao paulo,SP
1120,-23.533445479631936,-46.637687036301614,são paulo,SP
1153,-23.53571367252716,-46.64920616938011,sao paulo,SP
1120,-23.53076048626577,-46.639216010416,sao paulo,SP
1109,-23.5236737463212,-46.628709191240034,sao paulo,SP
1103,-23.53626839217496,-46.62871318942238,sao paulo,SP
1152,-23.529656430751917,-46.656348233971954,sao paulo,SP
1155,-23.528382663338892,-46.662123258670455,sao paulo,SP
1155,-23.52899269085843,-46.66291915185066,sao paulo,SP
1102,-23.524350590339896,-46.62974008869512,sao paulo,SP
1130,-23.523328708292496,-46.648225220237705,sao paulo,SP
1155,-23.52878808243405,-46.664404203300826,sao paulo,SP
1104,-23.535190813203343,-46.62860583888281,sao paulo,SP
1131,-23.52164183207347,-46.64747554830047,sao paulo,SP
1138,-23.5188254074384,-46.65562359824576,sao paulo,SP
1137,-23.523137474897457,-46.65373091035258,sao paulo,SP
1137,-23.523144766840574,-46.65166009603059,são paulo,SP
1105,-23.535170884817365,-46.6262204454671,sao paulo,SP
1107,-23.527488477667426,-46.62588061503841,sao paulo,SP
1130,-23.521903731894486,-46.646369480581605,sao paulo,SP
1141,-23.52011919677996,-46.66584000098096,sao paulo,SP
1135,-23.5270024565756,-46.64929461226845,são paulo,SP
1128,-23.5234335431646,-46.64258274992788,sao paulo,SP
1137,-23.522561696087475,-46.65426343450283,sao paulo,SP
1151,-23.531294001384985,-46.65640409394658,sao paulo,SP
1153,-23.53382689869582,-46.65076471357261,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1155,-23.529835634745247,-46.6629850217843,sao paulo,SP
1155,-23.529835634745247,-46.6629850217843,sao paulo,SP
1139,-23.51774772191116,-46.67049992769349,sao paulo,SP
1141,-23.51929169969415,-46.66571964308378,são paulo,SP
1150,-23.53416257481785,-46.65547667412762,sao paulo,SP
1131,-23.523604815713515,-46.644388422297794,sao paulo,SP
1155,-23.52899269085843,-46.66291915185066,sao paulo,SP
1150,-23.53230525950718,-46.6623656297536,sao paulo,SP
1103,-23.535214669167267,-46.627294364273794,sao paulo,SP
1109,-23.522115037480447,-46.62896529892085,são paulo,SP
1141,-23.52268065528881,-46.66752425477532,sao paulo,SP
1122,-23.530212041635387,-46.64035926187311,sao paulo,SP
1151,-23.532368878152266,-46.657555045386296,sao paulo,SP
1150,-23.53415390202783,-46.65548992422348,sao paulo,SP
1153,-23.53199025950718,-46.6521168455479,sao paulo,SP
1140,-23.523803946448048,-46.6668369111893,sao paulo,SP
1151,-23.533271539269457,-46.65410023535694,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1141,-23.51803838412488,-46.66548088245144,são paulo,SP
1153,-23.53031579877663,-46.65328712891685,sao paulo,SP
1151,-23.52894385928214,-46.65895478711986,são paulo,SP
1151,-23.52954736219633,-46.658301616567606,sao paulo,SP
1136,-23.52299425036058,-46.66362145420966,sao paulo,SP
1129,-23.52568868803739,-46.64218081986844,sao paulo,SP
1127,-23.52612375797796,-46.639145865803,sao paulo,SP
1132,-23.520905455450425,-46.64840659893825,são paulo,SP
1120,-23.53357964907628,-46.63758962560915,são paulo,SP
1139,-23.52032461079561,-46.66151921881956,sao paulo,SP
1124,-23.527821688037392,-46.63467117346645,são paulo,SP
1120,-23.52963595836461,-46.639767238126886,sao paulo,SP
1136,-23.52586583873857,-46.65197794823706,são paulo,SP
1156,-23.526318626406702,-46.67121817317798,sao paulo,SP
1127,-23.525702234808666,-46.6394492035893,sao paulo,SP
1127,-23.526573537884477,-46.63890686288881,sao paulo,SP
1134,-23.519126011108494,-46.65123190215827,sao paulo,SP
1120,-23.53174922952855,-46.63860815000869,sao paulo,SP
1135,-23.527010132293896,-46.65033378992916,sao paulo,SP
1141,-23.51929169969415,-46.66571964308378,são paulo,SP
1127,-23.52778923742624,-46.64508608295231,sao paulo,SP
1103,-23.534290330832725,-46.62796115404806,são paulo,SP
1150,-23.53205933611284,-46.65958404302037,sao paulo,SP
1136,-23.52479161143172,-46.65813556702636,sao paulo,SP
1141,-23.52268065528881,-46.66752425477532,sao paulo,SP
1127,-23.52733070107913,-46.64407366916728,sao paulo,SP
1138,-23.5188254074384,-46.65562359824576,sao paulo,SP
1134,-23.51935101110849,-46.651462376623066,sao paulo,SP
1109,-23.524262077442383,-46.6279584410237,são paulo,SP
1152,-23.53006954010617,-46.65582075950718,sao paulo,SP
1122,-23.531081950603,-46.639876331265405,são paulo,SP
1131,-23.522877997201377,-46.65013330350848,sao paulo,SP
1132,-23.522867455450417,-46.64901754065444,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1122,-23.531219067718872,-46.63973714709449,sao paulo,SP
1131,-23.5229195903399,-46.64468748237063,sao paulo,SP
1130,-23.522687424086826,-46.64682152415025,são paulo,SP
1123,-23.528916565471484,-46.638014341208205,sao paulo,SP
1120,-23.527854932281123,-46.64081587844073,sao paulo,SP
1135,-23.52701446378897,-46.64899311226844,sao paulo,SP
1154,-23.531480434358603,-46.65843765834724,são paulo,SP
1131,-23.522877997201377,-46.65013330350848,sao paulo,SP
1132,-23.521493546482816,-46.64977797847548,sao paulo,SP
1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
1151,-23.53333440244673,-46.654073790178295,sao paulo,SP
1139,-23.51976437246812,-46.66152087621903,sao paulo,SP
1121,-23.531863463500503,-46.63665187428577,são paulo,SP
1152,-23.5288879730798,-46.65722940605343,sao paulo,SP
1122,-23.531576217871795,-46.63590618512319,sao paulo,SP
1156,-23.531688750211813,-46.66221271712327,sao paulo,SP
1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
1141,-23.520560196779968,-46.665909533729526,sao paulo,SP
1132,-23.51929180460501,-46.64980089647412,sao paulo,SP
1107,-23.522597958284045,-46.63308928885412,sao paulo,SP
1155,-23.52899269085843,-46.66291915185066,sao paulo,SP
1152,-23.532609593398323,-46.65333208104907,sao paulo,SP
1125,-23.52980457951985,-46.63868171524605,sao paulo,SP
1150,-23.53214346987715,-46.65828046849215,sao paulo,SP
1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
1151,-23.533271539269457,-46.65410023535694,sao paulo,SP
1123,-23.52974970941768,-46.6351412267586,sao paulo,SP
1155,-23.529925613653425,-46.663863160424704,sao paulo,SP
1138,-23.52198252178432,-46.65542369608747,sao paulo,SP
1124,-23.52765287760401,-46.63348315805877,sao paulo,SP
1123,-23.528517264787293,-46.63523176103637,sao paulo,SP
1151,-23.52954736219633,-46.658301616567606,sao paulo,SP
1154,-23.53108232861103,-46.65927097140634,sao paulo,SP
1122,-23.531476243407017,-46.63629318512321,sao paulo,SP
1122,-23.53179043658029,-46.63507276311384,sao paulo,SP
1156,-23.5295707260661,-46.665109917017695,sao paulo,SP
1154,-23.531480434358603,-46.65843765834724,são paulo,SP
1141,-23.51883755037796,-46.667232111691526,sao paulo,SP
1121,-23.526644877604,-46.63498360698832,sao paulo,SP
1129,-23.52286294976627,-46.64289947253153,sao paulo,SP
1152,-23.532411876767277,-46.65612364224707,sao paulo,SP
1140,-23.523262470713856,-46.66570783651687,sao paulo,SP
1153,-23.52811869885744,-46.65645154579032,sao paulo,SP
1139,-23.51760421729488,-46.68080500637664,sao paulo,SP
1156,-23.530860398003338,-46.66342936886144,são paulo,SP
1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
1123,-23.52845770246411,-46.63523120621503,sao paulo,SP
1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
1151,-23.53246939661836,-46.65648682737028,sao paulo,SP
1141,-23.52011919677996,-46.66584000098096,sao paulo,SP
1156,-23.531579004991663,-46.66224370038666,sao paulo,SP
1122,-23.531476243407017,-46.63629318512321,sao paulo,SP
1151,-23.53246939661836,-46.65648682737028,sao paulo,SP
1104,-23.535070805989985,-46.629288864418015,são paulo,SP
1153,-23.52811869885744,-46.65645154579032,são paulo,SP
1137,-23.523106601845463,-46.65310648120034,sao paulo,SP
1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
1120,-23.53076048626577,-46.639216010416,sao paulo,SP
1122,-23.53035219677996,-46.64100822661437,sao paulo,SP
1156,-23.5295707260661,-46.665109917017695,sao paulo,SP
1109,-23.525534482110825,-46.6243330284494,sao paulo,SP
1102,-23.52261021648681,-46.62942387523806,são paulo,SP
1102,-23.532962626146908,-46.63254549763407,sao paulo,SP
1155,-23.528192437417022,-46.66377989785909,são paulo,SP
1135,-23.526908245080445,-46.65089423910785,são paulo,SP
1129,-23.524372634196983,-46.64743213627446,sao paulo,SP
1126,-23.52549525644876,-46.63738116333888,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1107,-23.52874298779498,-46.62610075867045,sao paulo,SP
1156,-23.5295707260661,-46.665109917017695,sao paulo,SP
1152,-23.52916893282939,-46.65214846073055,sao paulo,SP
1156,-23.526318626406702,-46.67121817317798,são paulo,SP
1121,-23.531863463500503,-46.63665187428577,sao paulo,SP
1152,-23.53031421703507,-46.65388754025041,sao paulo,SP
1151,-23.531294001384985,-46.65640409394658,sao paulo,SP
1139,-23.518892512926165,-46.67646035734891,são paulo,SP
1153,-23.533078798776632,-46.65122710338166,sao paulo,SP
1144,-23.524047817098488,-46.67114217095627,sao paulo,SP
1141,-23.52271913849616,-46.66447408673321,sao paulo,SP
1106,-23.53053370552253,-46.62724622078597,sao paulo,SP
1103,-23.53538864556528,-46.631747708436734,sao paulo,SP
1127,-23.524622874545575,-46.6399742381269,sao paulo,SP
1137,-23.523144766840574,-46.65166009603059,sao paulo,SP
1135,-23.52122103136361,-46.65296293450282,sao paulo,SP
1140,-23.51709905300368,-46.67653926865378,sao paulo,SP
1141,-23.52011919677996,-46.66584000098096,sao paulo,SP
1120,-23.52864629309249,-46.64037709423503,sao paulo,SP
1141,-23.52011919677996,-46.66584000098096,sao paulo,SP
1136,-23.52347953926945,-46.66247040299499,são paulo,SP
1139,-23.522467263402323,-46.66066743228114,sao paulo,SP
1127,-23.52394775936295,-46.64098602997861,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1154,-23.530607486814027,-46.66130709714924,sao paulo,SP
1153,-23.53435007216227,-46.65036312392522,são paulo,SP
1153,-23.530684798776623,-46.65301712891685,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1106,-23.53104026172887,-46.62705627200064,sao paulo,SP
1136,-23.52582767710852,-46.65401991312899,são paulo,SP
1109,-23.525477412718512,-46.62595478864907,sao paulo,SP
1129,-23.524372634196983,-46.64743213627446,sao paulo,SP
1130,-23.52179553344107,-46.64480241771019,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1152,-23.52916893282939,-46.65214846073055,são paulo,SP
1103,-23.53674394670785,-46.62746247737897,sao paulo,SP
1141,-23.52011919677996,-46.66584000098096,são paulo,SP
1140,-23.516097025401574,-46.66821806463093,sao paulo,SP
1123,-23.52700191257429,-46.63635298459233,sao paulo,SP
1124,-23.527367392723217,-46.63188348903572,sao paulo,SP
1152,-23.531306458508848,-46.65443228143573,são paulo,SP
1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
1125,-23.5270024565756,-46.64929461226845,sao paulo,SP
1129,-23.52286294976627,-46.64289947253153,sao paulo,SP
1124,-23.527468476282447,-46.63591869983837,sao paulo,SP
1125,-23.52628837691152,-46.64039959423503,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1154,-23.528365889260765,-46.65748295184376,sao paulo,SP
1105,-23.53315601862409,-46.62957259920161,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1124,-23.52822652039933,-46.63339392783772,sao paulo,SP
1128,-23.524603291707493,-46.64507074701368,sao paulo,SP
1153,-23.53204379877663,-46.65199660338165,são paulo,SP
1132,-23.52109000167344,-46.65006582405205,sao paulo,SP
1153,-23.53031579877663,-46.65328712891685,sao paulo,SP
1122,-23.53129942853022,-46.6385064410237,sao paulo,SP
1154,-23.531239026920208,-46.66007397792722,sao paulo,SP
1105,-23.534322653067107,-46.63016314793123,são paulo,SP
1155,-23.530511045476047,-46.66205342276156,sao paulo,SP
1153,-23.528899184286484,-46.653736572999,sao paulo,SP
1156,-23.531688750211813,-46.66221271712327,sao paulo,SP
1102,-23.52261021648681,-46.62942387523806,sao paulo,SP
1129,-23.52357284984707,-46.64267157132554,sao paulo,SP
1138,-23.5188254074384,-46.65562359824576,são paulo,SP
1121,-23.52460934886613,-46.63615610560334,sao paulo,SP
1104,-23.53487998251485,-46.6246432924,sao paulo,SP
1155,-23.528192437417022,-46.66377989785909,são paulo,SP
1122,-23.53130394338964,-46.640517342373904,são paulo,SP
1132,-23.520905455450425,-46.64840659893825,sao paulo,SP
1154,-23.531867563186864,-46.66185691959824,sao paulo,SP
1124,-23.52679554149116,-46.63328854622301,sao paulo,SP
1154,-23.52908925284208,-46.656113657510495,sao paulo,SP
1152,-23.53006954010617,-46.65582075950718,sao paulo,SP
1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
1122,-23.53024706717061,-46.640326787408334,sao paulo,SP
1106,-23.531769911189304,-46.62661244892954,sao paulo,SP
1140,-23.51682490313923,-46.6768542202377,sao paulo,SP
1151,-23.531294001384985,-46.65640409394658,sao paulo,SP
1107,-23.522004902014046,-46.63397365860703,sao paulo,SP
1139,-23.52194412129947,-46.66417721218763,sao paulo,SP
1153,-23.533078798776632,-46.65122710338166,sao paulo,SP
1135,-23.5270024565756,-46.64929461226845,sao paulo,SP
1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
